Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Más de 30 Mbps,Otros Mbps,Total suma Mbps
2016,4,Buenos Aires,1563542,1414676,118747,21394,24342,3142701,18,61,3131499,11202.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Capital Federal,434835,914952,38161,2583,10928,1401459,45,120,1393443,8016.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Catamarca,26735,250,14,1,34,27034,6,26,27021,13.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Chaco,54974,33534,248,52,39,88847,7,28,88833,14.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Chubut,43994,955,916,13107,4793,63765,10,36,62035,1730.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Corrientes,54981,31497,233,1354,31,88096,8,30,88084,12.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Córdoba,337368,289344,3368,5686,789,636555,17,57,636422,133.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Entre Ríos,109359,64141,226,6448,71,180245,13,45,180188,57.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Formosa,22400,6061,16,1023,13,29513,5,19,29513,0.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Jujuy,33838,8731,22,0,34,42625,5,22,42624,1.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,La Pampa,12754,47245,5054,6253,522,71828,20,63,71368,460.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,La Rioja,16270,0,16,2,28,16316,4,16,16298,18.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Mendoza,153320,13030,2579,27,1769,170725,8,32,169274,1451.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Misiones,57983,39294,100,5,8,97390,8,29,97390,0.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Neuquén,51742,46389,1124,11910,2670,113835,17,60,111723,2112.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Río Negro,67057,28474,954,3274,1261,101020,14,46,100020,1000.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Salta,79389,26657,110,158,621,106935,7,32,106934,1.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,San Juan,48670,451,772,1121,907,51921,6,27,51301,620.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,San Luis,11432,1120,354,26,375,13307,2,9,12992,315.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Santa Cruz,15607,2722,1055,4823,2257,26464,7,27,26094,370.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Santa Fe,326721,225792,3201,4946,1172,561832,16,52,561470,362.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Santiago Del Estero,30192,3900,19,911,29,35051,3,15,35049,2.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Tierra Del Fuego,22636,6905,665,1,2350,32557,20,70,31938,619.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2016,4,Tucumán,146995,4482,116,14,45,151652,9,37,151615,37.0,20724,233398,4673339,971094,1038029,169522,38590,0,7144696
2017,1,Buenos Aires,1559178,1465817,118839,21200,24342,3189376,18,58,3178174,11202.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Capital Federal,428801,918328,38259,2730,10928,1399046,45,108,1391030,8016.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Catamarca,26020,248,14,1,34,26317,6,25,26304,13.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Chaco,54430,34277,252,52,39,89050,7,28,89036,14.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Chubut,43994,999,916,13194,4793,63896,10,35,62166,1730.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Corrientes,54993,31994,236,1354,31,88608,8,30,88596,12.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Córdoba,335673,293479,4871,5782,1394,641199,17,57,641066,133.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Entre Ríos,108509,65095,230,6448,71,180353,13,44,180296,57.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Formosa,22438,6215,16,1023,13,29705,5,19,29705,0.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Jujuy,33869,9278,22,0,34,43203,5,22,43202,1.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,La Pampa,12754,47195,5194,6253,517,71913,20,62,71458,455.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,La Rioja,16180,0,15,2,28,16225,4,16,16207,18.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Mendoza,153326,13030,2581,27,1769,170733,8,31,169282,1451.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Misiones,57363,40142,101,5,8,97619,8,29,97619,0.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Neuquén,51771,48109,1124,11665,2670,115339,18,61,113227,2112.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Río Negro,67075,28785,954,3213,1261,101288,14,46,100288,1000.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Salta,79837,26845,114,158,679,107633,7,32,107632,1.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,San Juan,48670,451,772,1073,907,51873,6,27,51253,620.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,San Luis,11432,1120,354,26,375,13307,2,9,12992,315.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Santa Cruz,15502,2722,1272,4733,2257,26486,7,26,26116,370.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Santa Fe,327458,226094,3210,4948,1172,562882,16,51,562520,362.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Santiago Del Estero,29616,3900,19,911,29,34475,3,14,34473,2.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Tierra Del Fuego,22636,6905,665,1,2350,32557,20,68,31938,619.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,1,Tucumán,147373,5223,116,14,45,152771,9,37,152734,37.0,20653,230159,4584534,975027,1129987,210668,47990,0,7199018
2017,2,Buenos Aires,1378549,1535037,119132,21555,24358,3078631,18,56,3067430,11201.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Capital Federal,615262,932466,38628,2819,11016,1600191,52,124,1592175,8016.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Catamarca,26401,255,14,1,34,26705,6,25,26692,13.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Chaco,54449,35613,458,52,39,90611,7,29,90597,14.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Chubut,43994,1067,916,13194,4804,63975,10,35,62245,1730.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Corrientes,55262,33192,258,1354,31,90097,8,31,90085,12.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Córdoba,341748,303488,4451,6446,1505,657638,18,58,657505,133.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Entre Ríos,108309,67650,254,6448,71,182732,13,45,182675,57.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Formosa,22493,6410,17,1023,13,29956,5,19,29956,0.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Jujuy,33742,8858,22,0,35,42657,5,22,42656,1.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,La Pampa,12754,48310,5194,6253,511,73022,20,63,72573,449.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,La Rioja,16244,0,15,2,28,16289,4,16,16271,18.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Mendoza,153331,13030,2581,27,1784,170753,8,31,169302,1451.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Misiones,56752,42925,103,5,9,99794,8,30,99794,0.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Neuquén,51794,50283,1133,11545,2678,117433,18,61,115321,2112.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Río Negro,67038,29147,961,3213,1260,101619,14,46,100621,998.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Salta,80184,27280,115,158,804,108541,7,32,108540,1.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,San Juan,48670,451,772,1073,915,51881,6,26,51261,620.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,San Luis,11432,1120,354,26,375,13307,2,9,12992,315.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Santa Cruz,15311,2722,1365,4735,2255,26388,7,26,26019,369.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Santa Fe,329813,228102,3234,4958,1173,567280,16,52,566918,362.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Santiago Del Estero,28337,3900,19,911,29,33196,3,14,33194,2.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Tierra Del Fuego,22636,6905,665,1,2350,32557,20,68,31938,619.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,2,Tucumán,149013,5223,116,14,45,154411,9,38,154374,37.0,22366,222766,4416065,990281,1342000,231604,98635,0,7323717
2017,3,Buenos Aires,1288025,1571180,124920,35058,38777,3057960,17,55,3046758,11202.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Capital Federal,583249,941092,33481,2814,9723,1570359,51,121,1563289,7070.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Catamarca,26873,4411,12,1,2181,33478,8,32,33467,11.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Chaco,54888,37307,456,36,1072,93759,8,29,93747,12.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Chubut,56359,5645,1217,13503,6820,83544,14,46,81067,2477.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Corrientes,56247,33993,947,1334,27,92548,8,32,92536,12.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Córdoba,344580,319360,10579,7137,14988,696644,19,62,696536,108.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Entre Ríos,107774,69596,1786,6245,63,185464,13,45,185414,50.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Formosa,22647,6816,428,2202,12,32105,5,21,32105,0.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Jujuy,33796,9395,20,23,8,43242,5,22,43241,1.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,La Pampa,11378,49679,5153,11536,1944,79690,22,69,79280,410.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,La Rioja,16638,34984,14,252,25,51913,13,51,51896,17.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Mendoza,154036,33788,2772,29,1866,192491,9,35,190958,1533.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Misiones,56472,43880,110,5,9,100476,8,30,100476,0.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Neuquén,48001,52468,1044,11576,2695,115784,18,60,113755,2029.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Río Negro,69301,30018,1106,3054,4017,107496,14,48,106393,1103.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Salta,80782,50284,127,158,1167,132518,9,39,132517,1.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,San Juan,54499,5068,816,1053,1013,62449,8,32,61789,660.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,San Luis,11407,7576,347,26,2363,21719,4,15,21408,311.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Santa Cruz,19220,5487,1544,4552,2887,33690,9,33,33222,468.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Santa Fe,322953,290655,6338,4897,37499,662342,19,60,662086,256.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Santiago Del Estero,27733,54096,19,911,35,82794,8,35,82792,2.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Tierra Del Fuego,21587,7012,622,1,2244,31466,19,65,30883,583.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,3,Tucumán,154130,6431,106,40,305,161012,9,39,160979,33.0,19022,217997,4062226,1062810,1592304,353480,245790,0,7553629
2017,4,Buenos Aires,1241172,1718013,131181,60082,31448,3181896,18,57,3171206,10690.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Capital Federal,571363,961688,36277,3119,9877,1582324,51,122,1575418,6906.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Catamarca,27083,263,11,1,2200,29558,7,28,29548,10.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Chaco,55035,39690,389,380,1121,96615,8,30,96603,12.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Chubut,56378,15097,1187,14070,6708,93440,15,51,91012,2428.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Corrientes,56786,34722,894,1334,35,93771,8,32,93760,11.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Córdoba,349710,324709,12778,12043,10739,709979,19,63,709874,105.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Entre Ríos,107764,73692,1894,10267,86,193703,14,47,193654,49.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Formosa,23410,6973,19,1603,51,32056,5,21,32056,0.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Jujuy,33844,9626,20,28,34,43552,5,22,43551,1.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,La Pampa,10808,50495,8272,10569,1927,82071,23,71,81675,396.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,La Rioja,16912,34984,14,253,31,52194,13,51,52177,17.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Mendoza,152896,16114,3015,6206,1920,180151,9,33,178661,1490.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Misiones,56271,47470,95,5,54,103895,8,31,103895,0.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Neuquén,46739,54119,1017,12404,2692,116971,18,61,114965,2006.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Río Negro,68690,30451,1250,4259,5114,109764,15,49,108702,1062.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Salta,80705,50446,127,158,1376,132812,9,39,132811,1.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,San Juan,54079,451,812,2246,1036,58624,7,30,57965,659.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,San Luis,11104,1119,335,17,2329,14904,3,10,14604,300.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Santa Cruz,18614,1668,582,4638,3950,29452,8,28,29018,434.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Santa Fe,341680,293831,10602,10965,15382,672460,19,61,672137,323.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Santiago Del Estero,27313,40407,19,1025,80,68844,7,29,68842,2.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Tierra Del Fuego,19372,6906,530,1,2045,28854,17,59,28346,508.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2017,4,Tucumán,156583,5223,105,102,319,162332,9,39,162298,34.0,15041,221474,3773159,1005545,1730353,631946,337559,155145,7870222
2018,1,Buenos Aires,1452061,1793884,133928,64379,31194,3475446,20,62,3464882,10564.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Capital Federal,349995,968483,35535,3164,9393,1366570,44,106,1359882,6688.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Catamarca,27300,4415,15,1,2214,33945,8,32,33934,11.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Chaco,54879,40157,383,388,1130,96937,8,30,96925,12.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Chubut,56375,19591,1194,14070,6729,97959,16,53,95532,2427.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Corrientes,56937,35225,888,1334,33,94417,8,32,94406,11.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Córdoba,349342,326894,13178,13237,11275,713926,19,63,713825,101.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Entre Ríos,106998,75751,3789,10776,80,197394,14,48,197346,48.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Formosa,23556,7095,17,1603,57,32328,5,21,32328,0.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Jujuy,33856,10456,23,28,43,44406,5,23,44405,1.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,La Pampa,10807,51389,8386,10556,1926,83064,23,71,82668,396.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,La Rioja,16960,34984,13,253,35,52245,13,51,52228,17.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Mendoza,152931,36872,3086,6206,1852,200947,10,37,199463,1484.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Misiones,56311,46880,328,5,56,103580,8,30,103580,0.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Neuquén,46714,55072,1000,12404,2713,117903,18,61,115897,2006.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Río Negro,68769,31712,1251,4259,5128,111119,15,49,110057,1062.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Salta,79936,51534,118,204,1391,133183,9,39,133182,1.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,San Juan,54080,5068,826,2246,1048,63268,8,32,62610,658.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,San Luis,11104,7594,368,16,2314,21396,4,15,21096,300.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Santa Cruz,18615,4474,1799,6734,2783,34405,9,33,33970,435.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Santa Fe,341997,300421,10674,11636,15298,680026,19,62,679717,309.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Santiago Del Estero,26788,54594,23,1432,81,82918,8,34,82916,2.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Tierra Del Fuego,19372,9663,531,1,2047,31614,19,65,31106,508.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,1,Tucumán,158611,8921,107,368,50,168057,10,41,168026,31.0,7309,215406,3272724,976956,2068087,862010,397977,236584,8037053
2018,2,Buenos Aires,1450203,1807868,143626,71256,27746,3500699,20,62,3490134,10565.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Capital Federal,342431,977916,35610,3908,9321,1369186,44,106,1362498,6688.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Catamarca,27444,4415,15,1,2214,34089,8,32,34078,11.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Chaco,54134,40750,562,1946,1129,98521,8,31,98509,12.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Chubut,58935,19591,1239,14070,6729,100564,16,54,98137,2427.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Corrientes,56541,39715,201,1468,32,97957,8,33,97946,11.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Córdoba,345141,327636,13832,16355,10109,713073,19,63,712979,94.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Entre Ríos,104811,80376,2405,12313,80,199985,14,49,199937,48.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Formosa,23543,7311,18,13625,57,44554,7,29,44554,0.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Jujuy,33571,10856,23,640,43,45133,5,23,45132,1.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,La Pampa,12416,53587,8420,7011,987,82421,23,71,82177,244.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,La Rioja,16663,34984,13,253,35,51948,13,50,51931,17.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Mendoza,152938,36872,3084,6206,1852,200952,10,36,199468,1484.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Misiones,57265,47923,512,391,56,106147,8,31,106147,0.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Neuquén,46633,52855,998,12649,2713,115848,17,60,113842,2006.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Río Negro,68667,32795,1252,4396,5125,112235,15,50,111176,1059.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Salta,78386,53478,678,234,1391,134167,9,39,134166,1.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,San Juan,54080,5068,826,3079,1048,64101,8,32,63443,658.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,San Luis,11104,7666,368,16,2314,21468,4,15,21168,300.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Santa Cruz,18615,4474,585,6734,3997,34405,9,33,33970,435.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Santa Fe,337934,304349,11354,15801,15114,684552,19,62,684243,309.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Santiago Del Estero,26074,55935,23,1662,81,83775,8,35,83773,2.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Tierra Del Fuego,19372,22756,531,1,2047,44707,27,91,44199,508.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,2,Tucumán,160315,8965,110,252,315,169957,10,41,169926,31.0,5972,219467,3316868,979416,1905839,1000036,444391,238455,8110444
2018,3,Buenos Aires,1435856,1929273,156382,62318,26448,3610277,20,64,3599714,10563.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Capital Federal,334353,1009252,35694,3872,9319,1392490,45,108,1385804,6686.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Catamarca,27553,4443,15,1,2214,34226,8,32,34215,11.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Chaco,53927,42359,1990,2628,1129,102033,8,32,102021,12.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Chubut,58887,23065,1239,13817,6728,103736,17,56,101310,2426.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Corrientes,56444,41300,212,1468,32,99456,9,34,99445,11.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Córdoba,337620,342401,15785,19213,10839,725858,19,64,725764,94.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Entre Ríos,103318,83714,2403,15093,80,204608,15,50,204560,48.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Formosa,22777,7589,817,13625,57,44865,7,29,44865,0.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Jujuy,33363,10856,32,641,43,44935,5,23,44934,1.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,La Pampa,12415,54574,8437,7011,987,83424,23,71,83180,244.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,La Rioja,16587,34984,13,253,35,51872,13,50,51855,17.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Mendoza,151033,40205,5744,8195,1852,207029,10,37,205545,1484.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Misiones,56290,50793,512,391,56,108042,8,32,108042,0.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Neuquén,46602,54129,998,12277,2712,116718,18,60,114713,2005.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Río Negro,68590,33474,1252,5051,5125,113492,15,50,112433,1059.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Salta,76600,53980,678,234,1391,132883,9,39,132882,1.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,San Juan,54025,5838,826,2744,1048,64481,8,33,63823,658.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,San Luis,11096,7784,368,52859,2314,74421,14,52,74121,300.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Santa Cruz,18606,4574,585,6238,3996,33999,9,32,33565,434.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Santa Fe,339126,312866,11749,16337,15022,695100,19,63,694883,217.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Santiago Del Estero,25805,58789,23,1662,81,86360,8,36,86358,2.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Tierra Del Fuego,19365,22649,1502,1,2047,45564,27,92,45056,508.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,3,Tucumán,161209,9280,110,252,315,171166,10,41,171135,31.0,5675,220589,3401277,859413,1607137,1571692,524777,156475,8347035
2018,4,Buenos Aires,1305576,1949637,296102,65477,19814,3636606,21,64,3626502,10104.0,138740,201196,3337982,882388,1472634,1688748,599579,152388,8473655
2018,4,Capital Federal,328253,1019490,33042,3978,4257,1389020,45,108,1385577,3443.0,138740,201196,3337982,882388,1472634,1688748,599579,152388,8473655
2018,4,Catamarca,26912,4443,16,0,2212,33583,8,32,33574,9.0,138740,201196,3337982,882388,1472634,1688748,599579,152388,8473655
2018,4,Chaco,53409,43555,1940,3236,1130,103270,8,32,103257,13.0,138740,201196,3337982,882388,1472634,1688748,599579,152388,8473655
2018,4,Chubut,37215,23065,952,14443,3047,78722,13,42,77204,1518.0,138740,201196,3337982,882388,1472634,1688748,599579,152388,8473655
2018,4,Corrientes,55842,42418,796,1515,30,100601,9,34,100591,10.0,138740,201196,3337982,882388,1472634,1688748,599579,152388,8473655
